商品ID,商品名称,规格,条码,折扣价,原价,skuid
949028627135,脸基尼全脸面罩防晒防紫外线女高颜值冰丝可水洗透气医美遮阳防护口罩一个/个颜色随机,,2080490624243,6.44,9.9,949028627135
950148617444,海氏海诺 10片塞鼻子不透气通气鼻贴儿童大人缓解喷嚏鼻塞透气贴,,3007476303311,8.96,12.8,950148617444
953459899826,浦康老人轮椅耐用折叠超轻便携加厚手动轮椅医院同款老年人代步车/台,,6933257900059,323.84,368,953459899826
949509382404,（一支）医用拐杖轻便肘拐 手臂式骨折助步器可调节腋下防滑老人儿童 可调节85-107cm,,6903949836454,43.3,52.8,949509382404
949030331667,瀚思 双头纸轴纯棉棒棉签 儿童婴儿清洁掏耳朵鼻屎 100支／罐,,6902957659376,8.96,12.8,949030331667
950687836742,七格药盒 便携一周药盒分药盒老人随身药盒 一个,,6901334829432,8.96,12.8,950687836742
953422967765,海氏海诺次抛洗眼液 眼部保湿水润护理液眼妆清洁神器清洗眼睛 10ml*12颗/盒,规格: 一盒12颗,"wm14420913508789,wm53869204575996",49.19,59.99,6043077271098
953422967765,海氏海诺次抛洗眼液 眼部保湿水润护理液眼妆清洁神器清洗眼睛 10ml*12颗/盒,规格: 1颗,"wm14420913508789,wm53869204575996",3.89,5.99,5875573272447
950168597459,海氏海诺 无菌敖贴 （6*7cm20片）/盒 POU防水,,6925923788528,22.75,28.8,950168597459
949593830832,海氏海诺 成人医用退热贴2片／盒大号 冷敷降温胶贴家用物理散热冰凉贴,,wm96963302747784,8.96,12.8,949593830832
949037935846,助康 输液报警器吊针打点滴提醒器输液宝挂水吊水低药量病床陪护 1个,,6902448513637,12.6,16.8,949037935846
949026559424,富昌 宁夏枸杞 100g/袋,,6924258900377,20.38,25.8,949026559424
950682468138,佰斯特 网状前臂吊带 手臂骨折吊带透气 胳膊手腕骨折护／个,,6903785956651,22.75,28.8,950682468138
949485346033,户外急救毯应急用品马拉松防寒救生毯一次性露营装备防潮垫保温毯/个,,7440492214,8.96,12.8,949485346033
950671960724,【海氏海诺】医用护理垫60cmx90cm女性,,6972810102998,31.59,39.99,950671960724
988633077347,盐袋热敷包艾灸艾草海盐粗盐理疗袋子家用暖宫护腰肩颈电加热盐包/1件,,wm65021759043825,81.18,99,988633077347
950662736886,[海氏海诺]生理性海水鼻腔清洗液60ml/支/盒,,6935941205341,22.75,28.8,950662736886
949038071719,固本堂 燕窝阿胶糕即食固元糕高档送礼佳品 300g／盒,,6902017272866,113.52,129,949038071719
949486866947,妥能产后冷敷贴医用亲肤顺产镇痛护理会阴冷敷垫侧切一次性冰垫 /盒(一片装 11*36cm),,2080232628362,14.1,18.8,949486866947
950114057669,优选  加厚海绵约束带医用四肢护栏捆绑带手腕束缚下肢约束四肢约束带 /个,,6970958970103,12.6,16.8,950114057669
949489102434,海诺英诺消毒液  100ml/瓶,,6935941204443,4.42,6.8,949489102434
964060969402,高浓度含氯84消毒液家用10斤大桶装室内除臭消毒剂水衣物漂白1桶(新老包装随机),,6937534500048,25.91,32.8,964060969402
950126489318,博兰克尼 便携式消毒液杀菌喷雾0酒精免洗母婴可用差旅含氯正品100ML/瓶,,6977550460100,23.62,29.9,950126489318
949509486059,蓝月亮 84消毒液 600g／瓶可杀灭肠道致病菌,,6902829536095,14.1,18.8,949509486059
950131097693,艾蕲季 艾草刮痧按摩精油10ml／瓶,,6902685989264,6.5,10,950131097693
949028967157,艾蕲季 艾草精油10ml/盒,,6949025536313,6.5,10,949028967157
950774708177,佳选 退热贴冰凉贴降温降热冰贴夏季解暑提神学生军训散热贴成人散热贴清凉贴 一片／1片,,wm59419559966433,1.25,2.5,950774708177
953424843034,京选叶黄素护眼喷雾缓解眼疲劳干涩眼睛疲劳防腐眼部护理洗眼清洁,,wm99790274889596,36.97,46.8,953424843034
950689876969,艾蕲季 生姜精油按摩刮痧调理 10ml／瓶,,6903215125152,6.5,10,950689876969
950680428607,碧舒柔 成人护理垫老人隔尿垫床垫尿不湿成人纸尿垫一次性加厚产妇垫产褥垫 10片／袋,,6902665826329,17.1,22.8,950680428607
950689296703,艾蕲季 玫瑰精油按摩刮痧调理 10ml／瓶,,6902603043436,6.5,10,950689296703
949490930558,优选 65*20*15cm加长下肢抬高垫腿部体垫翻身垫脚垫下肢垫抬高垫下肢垫一件,,2080477812311,23.62,29.9,949490930558
950769100856,妮蓓莉 专用洗鼻盐 4.5gx30包／盒  鼻子鼻腔冲洗清洗,,wm12394021130325,12.6,16.8,950769100856
949486442988,[海氏海诺]鼻腔冲洗器(300ml/瓶+3g*6袋)鼻炎鼻腔冲洗器成人儿童鼻塞,,6954942101155,23.62,29.9,949486442988
949023739671,东阿阿胶桃花姬 玫瑰阿胶糕 160g(32袋)/盒,,6906959866015,286.88,326,949023739671
950688584653,男士尿壶 带导管 1700ml大容量接尿 卧床瘫痪病人男用夜壶尿壶 一个,,6902291747043,31.52,39.9,950688584653
949488322459,艾蕲季 薰衣草按摩精油10ml/盒,,10927380,6.5,10,949488322459
950675392664,佳选 医用不锈钢拐杖铝合金腋下拐杖成人可调节老人骨折加厚双拐 1根,,6902730688746,29.15,36.9,950675392664
950220409210,源润本草 通用型儿童降温贴  水凝胶清凉贴夏季物理降温吸热冷敷贴宝宝退热贴 1／贴,包装规格: 1片,wm46027723615320,2,3.99,6029033870195
949041915485,星选 真空拔罐 家用抽气式拔火罐美容院专用非玻璃吸湿罐祛湿套装 一套,,6903358017475,39.42,49.9,949041915485
949492470019,佳选 老人手部约束手套病人防拔管手部约束手套防抓 挠成人手腕约束带／单只,,6903926879191,14.1,18.8,949492470019
949029587033,【颜色随机】八爪鱼头部按摩器 灵魂提起出体提取神器 头皮痒痒挠头顶经络穴位爪 一个,,6902027835129,5.72,8.8,949029587033
949122659168,【年龄可选】安宁 一次性医用雾化面罩通用成人儿童杯管套装家用一个,规格: 儿童,"wm70987198913979,wm92022066267669",14.1,18.8,5864037533824
949122659168,【年龄可选】安宁 一次性医用雾化面罩通用成人儿童杯管套装家用一个,规格: 成人,"wm70987198913979,wm92022066267669",14.1,18.8,5862450712395
950221977531,妮蓓莉 鼻部冲洗器 300ml／盒 家用儿童成人洗鼻盐鼻窦炎,,wm32642038834602,14.1,18.8,950221977531
980382785249,紫曼羽肤色九骨腰腹术后塑身衣环吸抽脂术后专用塑形腰封束腰收腹带束身衣/件,尺码: S,"wm68900996002288,wm10610986613357,wm72316336105656",235.84,268,5936540620277
980382785249,紫曼羽肤色九骨腰腹术后塑身衣环吸抽脂术后专用塑形腰封束腰收腹带束身衣/件,尺码: M,"wm68900996002288,wm10610986613357,wm72316336105656",235.84,268,5937859805976
980382785249,紫曼羽肤色九骨腰腹术后塑身衣环吸抽脂术后专用塑形腰封束腰收腹带束身衣/件,尺码: L,"wm68900996002288,wm10610986613357,wm72316336105656",235.84,268,5936540388273
949032739086,海氏海诺洁适兰 冰敷眼罩 冷敷冰袋双眼皮术后眼睛冷敷可带头 一条／盒,,6904187659331,22.75,28.8,949032739086
949575098006,海氏海诺 3片装儿童降温退热贴 婴幼儿物理降温弹力冰凉冷敷贴退热胶贴/盒,,6970186970029,12.6,16.8,949575098006
979546098770,【kn95口罩5层防护20只】一次性kn95成人白色3d立体五层防护独立包装 20只/盒,,wm85842030890580,25.91,32.8,979546098770
950221445020,透明口罩餐饮专用食品塑料厨房厨师微笑餐厅酒店防雾唾沫飞沫口水 1个,,wm67578991761705,1.75,3.5,950221445020
949025239199,北京同仁堂即食燕窝孕妇滋补品鲜炖燕窝6瓶礼盒装（赠手提袋）,,8808920096,411.84,468,949025239199
949474214216,蜂花 蛋白营养护发素 蚕丝蛋白/小麦蛋白450ml/瓶,规格: 小麦蛋白（黄瓶）,"6904915641829,6904915642376",14.93,19.9,5863768425092
949474214216,蜂花 蛋白营养护发素 蚕丝蛋白/小麦蛋白450ml/瓶,规格: 蚕丝蛋白（蓝瓶）,"6904915641829,6904915642376",14.93,19.9,5862182968014
949473686822,KONO 清爽蓬松洗发香乳 500ml/瓶,,6936687224580,51.5,62.8,949473686822
950098325984,碧缇丝 免水洗发喷雾 200ml/瓶,规格: 清爽飘逸,"641401738548,820735284021,468205494578",49.12,59.9,5863768277720
950098325984,碧缇丝 免水洗发喷雾 200ml/瓶,规格: 迷人花香,"641401738548,820735284021,468205494578",49.12,59.9,6028747858230
950098325984,碧缇丝 免水洗发喷雾 200ml/瓶,规格: 东方风韵,"641401738548,820735284021,468205494578",49.12,59.9,5863768101821
949474686280,清扬 男士去屑洗发水活力运动薄荷 400g/瓶,,6902088113129,39.42,49.9,949474686280
949474910349,潘婷 丝质顺滑润发精华素 200ml/瓶,,6903148091371,22.75,28.8,949474910349
950099605470,潘婷 丝质顺滑洗发露 400ml/瓶,,6903148091470,39.42,49.9,950099605470
950100017209,潘婷 乳液修护去屑洗发露 400ml/瓶,,6903148093702,39.42,49.9,950100017209
949012991923,潘婷 染烫修护洗发露 200g/瓶,,6903148171813,23.62,29.9,949012991923
949476110200,沙宣 清盈顺柔洗发露 400ml/瓶,,6903148080047,72.16,88,949476110200
950100437989,沙宣 清盈顺柔洗发露 200ml/瓶,,6903148080030,38.55,48.8,950100437989
949476254659,沙宣 修护水养洗发露 200ml/瓶,,6903148079997,38.55,48.8,949476254659
949476598125,阿迪达斯冰点男士沐浴露三合一 250ml/瓶（新包装）,,124683577,25.91,32.8,949476598125
950657440024,飘柔 家庭护理洗发露 360ml/瓶,,6903148030479,31.52,39.9,950657440024
950656996999,飘柔 家庭护理兰花长效清爽去屑洗发露 360ml/瓶,,6903148030363,31.52,39.9,950656996999
950101337996,飘柔 精粹润泽柔顺洗发露 200g/瓶,,6903148048788,21.17,26.8,950101337996
950657852661,飘柔 滋润去屑洗发露 200ml/瓶,,6903148048979,21.17,26.8,950657852661
949015815007,飘柔 滋润去屑洗发露 400ml/瓶,,6903148048986,38.55,48.8,949015815007
950102153842,飘柔 长效滋润洗发露 170ml/瓶,,6903148225813,14.1,18.8,950102153842
949478086853,飘柔 日常护理双效洁顺水润洗发露 170ml/瓶,,6903148225790,14.1,18.8,949478086853
949017679805,清扬CLEAR 男士去屑洗发水活力运动薄荷 175g/瓶,,6902088113730,23.62,29.9,949017679805
950662872241,清扬 男士清爽控油去屑洗发水 400g/瓶,,6902088113150,39.42,49.9,950662872241
950663988022,海飞丝 丝质柔滑型去屑洗发露 400ml/瓶,,6903148044964,57.32,69.9,950663988022
950667196359,海飞丝 清爽去油型去屑洗发露 750ml/瓶,,6903148045039,80.36,98,950667196359
950668204574,海飞丝 丝质柔滑型去屑洗发水 750ml/瓶,,6903148209103,80.36,98,950668204574
950132705309,【款式可选】阿道夫 洗发水护发素沐浴露小样袋装旅行小包装 一袋,规格: 洗发乳,"6901373669822,6901306012862",1,1.99,6028824494782
950132705309,【款式可选】阿道夫 洗发水护发素沐浴露小样袋装旅行小包装 一袋,规格: 沐浴露,"6901373669822,6901306012862",1,1.99,5863846301886
949037571825,潘婷 乳液修护洗发露 5ml／袋 旅行装便携小样,,6901983729688,0.75,1.5,949037571825
949506422514,海飞丝 去屑洗发露丝质柔滑型 5ml／袋,,6903040261933,0.75,1.5,949506422514
949009543779,清扬 清爽控油型去屑洗发露 100g/瓶,,6901129636689,12.6,16.8,949009543779
950096057987,海飞丝head&shoulders 控油排浊去屑洗发露 80g/瓶,,6903148303788,11.85,15.8,950096057987
949009995653,阿道夫 祛屑舒爽洗发水 420ml/瓶,,6936000901853,38.55,48.8,949009995653
950652636051,巴黎欧莱雅 精油润养洗发露 200ml保湿自然清爽柔顺洗发水/瓶(新老包装随机),,2686591927,25.91,32.8,950652636051
950687852928,海飞丝去屑洗发露丝质柔滑型200g,,6903148044971,31.52,39.9,950687852928
949038183434,潘婷 乳液修护润发精华素 200ml／支,,6902980045887,22.75,28.8,949038183434
950131573912,飘柔 家庭护理绿茶长效清爽去油洗发露 170ml／瓶 清爽绿茶柔顺去油,,6903332255459,14.1,18.8,950131573912
949035883776,飘柔 家庭护理兰花长效清爽去屑洗发露 170ml／瓶 兰花清香清爽去屑,,6904202775176,14.1,18.8,949035883776
949045395684,【洗发水】潘婷 乳液修护洗发露 200ml／瓶,,6903780264584,22.75,28.8,949045395684
950097965881,飘柔日常护理双效去屑清爽洗发露洗发水750g,,6903148079614,39.42,49.9,950097965881
949472810748,沙宣VS 修护水养润发乳 200ml/瓶,,6903148079881,38.55,48.8,949472810748
949010859627,海飞丝 怡神冰凉型去屑洗发露 200g/瓶,,16903148045012,31.52,39.9,949010859627
949010087752,潘婷 强韧养根润发精华素 400克/支,,6903148236116,38.55,48.8,949010087752
949047107912,小苍兰 持久留香香芬洗发水 网红款洗发露 500ml／瓶,,6903178052687,22.75,28.8,949047107912
949509986100,清扬 男士去屑洗发水清爽控油 175g／瓶,,6902654265603,23.62,29.9,949509986100
950122449670,沙宣 水润去屑洗发露 200ml／瓶 沙宣美发学院,,6903538694939,38.55,48.8,950122449670
950134181532,资生堂惠润 迷你洗发露护发素绿野芳香洗护套装 100ml／盒,,6902089880242,31.52,39.9,950134181532
949473206402,力士LUX 恒久嫩肤娇肤沐浴乳 700g/瓶,,6902088316506,33.81,42.8,949473206402
949499354598,沙宣 垂坠质感洗发露 200ml／瓶 始自1954-伦敦,,6902675750812,38.55,48.8,949499354598
950652748688,海飞丝head&shoulders 清爽去油型去屑洗发露 430g/瓶,,6903148045046,57.32,69.9,950652748688
949509690470,海飞丝 丝质柔滑洗发水 200ml／瓶 锁水配方滋润柔顺,,6902530044209,31.52,39.9,949509690470
949494946335,海飞丝 去屑洗发露清爽去油型 200g／瓶,,6902373695095,31.52,39.9,949494946335
949473378888,飘柔日常护理双效水润洁顺洗发露洗发水750g,,6903148096666,39.42,49.9,949473378888
950121645589,小苍兰 香氛护发素 500ml／瓶,,6903925723723,22.75,28.8,950121645589
949009707694,巴黎欧莱雅 透明质酸水润洗发露200ml/瓶适合油性发根洗发水,,623830288,25.91,32.8,949009707694
950685624598,潘婷 丝质顺滑去屑洗发露 200ml／瓶 去屑乳液修护顺滑,,6902891263738,22.75,28.8,950685624598
950653720846,清扬CLEAR 去屑多效水润养护型洗发露 175g/瓶,,6902088113716,31.52,39.9,950653720846
949472274862,飘柔 滋润去屑洗发露 5ml/袋,,6903148160121,0.75,1.5,949472274862
949010695342,KONO 轻盈控油洗发水 750ml/瓶,,6936687202670,59.04,72,949010695342
949508406102,海飞丝 去屑洗发露丝质柔滑型旅行装 80g／瓶,,6901813179270,11.85,15.8,949508406102
950098345355,飘柔Rejoice 兰花长效洁顺水润洗发露 360ml/瓶,,6903148030455,29.07,36.8,950098345355
949472622213,潘婷 乳液洗发乳 400ml/瓶,,4902430558051,38.55,48.8,949472622213
950124625023,佳洁士 盐白牙膏自然洁白冰感清新 90g／支,,6901164773066,0.01,12.8,950124625023
949015960000,高露洁 劲白小苏打茉莉白茶味牙膏 120g/支,,6920354808326,12.6,16.8,949015960000
950658672016,【单支装】佳洁士牙刷软毛成人牙刷五彩水晶手动便携,,6903148072356,0.01,5,950658672016
949502766262,瀚思 升级加厚一次性浴巾旅行出差加厚一次性浴巾 140x70cm 1条／包,,6904022146118,6.44,9.9,949502766262
950127673644,【3支装】糖果色软毛牙刷 成人情侣家用家庭装带保护套超细超软小头牙刷 一盒,,6903463170249,6.37,9.8,950127673644
950118697538,【颜色随机】高密珊瑚绒毛巾加厚强吸水洗脸巾 30x60cm／条,,6903771373714,8.96,12.8,950118697538
949487270087,高露洁 超洁纤柔软毛牙刷 1支/卡,,6903388710155,2.5,5,949487270087
949504850681,尔木萄 加厚加大一次性洗脸巾抽取式洁面巾干湿两用擦脸巾 70抽／袋,,6901936662697,22.75,28.8,949504850681
949480558819,50支装便携式牙线超细随身盒装弓形细滑安全剔牙线棒一次性牙签线/盒,,2080226731399,4.55,7,949480558819
949479646071,洁丽雅 一次性浴巾柔软美容大毛巾洗澡巾 140cm*70cm/条,,6999651200362,12.6,16.8,949479646071
949042275882,【颜色随机】简约牙刷杯洗漱杯饮水杯家用刷牙杯子情侣杯磨砂塑料漱口杯,,6901369283476,0.01,5,949042275882
950656624584,上海香皂 硫磺皂 85g/袋,,6901404300854,4.88,7.5,950656624584
950109301972,哎小巾 一次性洗脸巾便携抽取式纯棉柔巾女洁面巾擦脸卸妆巾婴儿干湿两用 干湿两用巾一包,,2080576373218,4.42,6.8,950109301972
949501866655,英国roomplus 白栀子花洗发水沐浴露护发素男女持久留香旅行套装 30ml／袋,规格: 洗发露,"6901941029294,6902030896209,6902121610219",2.5,5,5862247884104
949501866655,英国roomplus 白栀子花洗发水沐浴露护发素男女持久留香旅行套装 30ml／袋,规格: 沐浴露,"6901941029294,6902030896209,6902121610219",2.5,5,5863834437101
949501866655,英国roomplus 白栀子花洗发水沐浴露护发素男女持久留香旅行套装 30ml／袋,规格: 护发素,"6901941029294,6902030896209,6902121610219",2.5,5,5862247664197
950120041144,佳洁士 旅行装冈山梦白桃味双色锁白牙膏 20g／支,,6903370229238,2.5,4.99,950120041144
949046215340,小鹿妈妈牙线棒 100支／袋 超细顺滑剔牙神器安全牙线,,6902125569766,12.6,16.8,949046215340
950677264605,云南白药 留兰香型牙膏 65g／盒,,6901587918419,14.1,18.8,950677264605
950097081692,bath bomb水晶海盐成人spa儿童沐浴盐球香薰精油爆炸盐泡澡球/个,规格: 海洋,"8055765585714,502089841385,465240164083,722689990590",5.72,8.8,5863765617449
950097081692,bath bomb水晶海盐成人spa儿童沐浴盐球香薰精油爆炸盐泡澡球/个,规格: 玫瑰,"8055765585714,502089841385,465240164083,722689990590",5.72,8.8,6029807143604
950097081692,bath bomb水晶海盐成人spa儿童沐浴盐球香薰精油爆炸盐泡澡球/个,规格: 薰衣草,"8055765585714,502089841385,465240164083,722689990590",5.72,8.8,6029807503167
950097081692,bath bomb水晶海盐成人spa儿童沐浴盐球香薰精油爆炸盐泡澡球/个,规格: 桂花,"8055765585714,502089841385,465240164083,722689990590",5.72,8.8,6028744850539
950667932402,麦里 75%酒精消毒液精喷雾便携家用免洗手消毒水速干乙醇杀菌消毒 500ml/瓶,,2080702014350,14.1,18.8,950667932402
949505022369,洁丽雅 加厚加大纯棉毛巾120g厚款擦澡巾颜色随机 一条,,6903645987511,14.93,19.9,949505022369
958122775152,【接吻神器不口臭】便携式漱口水漱口清新口气水果味去牙渍除口臭/味道随机,,wm38137218845460,1.5,2.99,958122775152
949503954958,【1条72x34cm】洁丽雅毛巾精品纯棉毛巾条纹舒适柔软面巾1条颜色随机,,6903115430271,14.1,18.8,949503954958
950671372938,搓背工具洗澡巾搓背刷家用成人双面搓后背不求人搓澡巾手套洗澡刷,,8227980110839,6.44,9.9,950671372938
950670224065,全棉时代一次性洗脸巾加厚洁面巾棉柔巾纯棉化妆棉抽取式毛巾正品80抽一包,,2080285376869,23.62,29.9,950670224065
949047627319,【品牌随机】牙签筒饭店酒店商用牙签 家用单双头透明牙签罐 400支／盒,,6901355287297,3.58,5.5,949047627319
950102573030,地久 日式宽头牙刷成人超细软毛男女家庭居家情侣高颜值牙刷 2支/盒,,6922369921465,8.96,12.8,950102573030
949045191985,吉列 1架2刀头威风手动剃须刀刮胡刀 50g／卡,,6903243133051,12.6,16.8,949045191985
950108861415,威露士 泡沫抑菌洗手液 225ml/瓶,,6925911523049,23.62,29.9,950108861415
949477742888,日本ITO牙刷艾特柔单支牙刷 宽头软毛成人家庭装洁齿护龈随机颜色一个（需要颜色请备注）,,6949501499064,7.69,10.99,949477742888
950687440300,（包装随机）佳选 大号干花爆炸精油气泡澡球100gx1个,,6901836540798,6.44,9.9,950687440300
949503706952,牙刷螺旋中硬尖毛中软刷丝小头情侣款牙刷成人学生家用高档 一支,,6903171597215,2.25,4.5,949503706952
949485698928,高露洁 三重深洁中毛牙刷 约30g/支,,6903388620003,3.77,5.8,949485698928
950666772539,玻璃杯子ins风新款冰川杯简约早餐杯牛奶杯高颜值玻璃水杯伴手礼,规格: 矮款300ml,"281882597035,8008313900736",5.72,8.8,6028775514739
950666772539,玻璃杯子ins风新款冰川杯简约早餐杯牛奶杯高颜值玻璃水杯伴手礼,规格: 高款350ml,"281882597035,8008313900736",8.96,12.8,6029837999947
950128693380,舒肤佳 纯白清香型香皂 100g／盒,,6903840422954,6.44,9.9,950128693380
950123985609,吉列 威锋剃须组合 50g／套 吉列威锋2双层手动剃须刀男士刮胡刀片刮脸刀架刀头,,6902958063622,21.17,26.8,950123985609
950656156846,创意家用漱口杯双层加厚刷牙有柄杯子洗漱杯情侣牙刷杯学生牙缸 一个,,2080261603484,5.14,7.9,950656156846
950677160438,小鹿妈妈 单支独立包装经典牙线棒／份,,6901599158179,14.1,18.8,950677160438
949012087267,高露洁 劲白小苏打茉莉白茶味牙膏 90g/盒,,6920354815454,12.6,16.8,949012087267
950656616389,DARLIE 牙膏牙刷轻便洗漱旅行套装 约50g/袋,,4891338005067,14.1,18.8,950656616389
950690556091,【一次性剃须刀出差旅行必备手动刮胡刀 一／个,,6902362715131,2,3.99,950690556091
949012623510,李施德林 樱花蜜桃漱口水 250ml/瓶,,6907376102403,23.62,29.9,949012623510
950655048686,狮王White&White 葡萄柚香型小苏打牙膏 120g/盒,,6903624901323,14.93,19.9,950655048686
949017927915,牙线盒自动弹出家用高档创意牙签盒筒轻奢随身便携迷你牙线收纳盒/盒,,2080319946525,0.01,3,949017927915
950122085796,力士 奢宠香氛沐浴乳幽莲魅肤沐浴露 200g／瓶 幽莲魅肤馥郁香氛,,6901500618549,17.1,22.8,950122085796
950683432679,云南白药 薄荷清爽型牙膏 100g／盒 营养牙龈健康牙周,,6902486249710,22.75,28.8,950683432679
950661080215,舒肤佳 薄荷冰怡舒爽香型香皂 100g/盒,,6903148145999,6.18,9.5,950661080215
949506790628,吉列 剃须膏剃须泡清新柠檬型 50g／瓶,,6902237328930,12.6,16.8,949506790628
949479158919,高露洁 360精粹养龈修愈牙龈消肿抑血牙膏 90g/支,,6920354810145,12.6,16.8,949479158919
949039027008,拉美拉 （款式随机）防水浴帽防尘防油拉伸密封淋浴头套独立包装 1个／袋,,6902511963802,5.72,8.8,949039027008
949017787718,有时光 一次性棉柔毛巾30*60cm/2条 旅行便携吸水洗脸巾,,2080238789845,5.72,8.8,949017787718
949011675759,【山姆超市同款】软毛成人牙刷高颜值宽头密丝软毛男女通用护龈 6支/板,,6974940491294,11.85,15.8,949011675759
950666072375,创意漱口杯六角菱形牙刷杯旅行洗漱杯,,6937482703867,1.5,3,950666072375
950660564792,黑人好来 双重薄荷牙膏 90g/支,,4891338005692,11.85,15.8,950660564792
950666620229,麦里 75度免洗凝胶免洗手消毒凝胶家用便携式酒精消毒液杀菌抑菌洗手液60ml/瓶,,2080306267237,4.29,6.6,950666620229
950678432375,加厚糖果条珊瑚绒干发帽 女士成人包头巾速干柔软强吸水干发巾颜色随机 一条,,6902436985248,11.85,15.8,950678432375
949499354823,芈奈儿 洗脸巾一次性加厚干湿两用珍珠纹棉柔巾擦脸巾洁面巾 50抽／包,,6901216713903,14.1,18.8,949499354823
949482926406,简约加厚纯棉毛巾 成人情侣擦脸巾双面柔软吸水家用洗脸面巾 独立包装一个,规格: 蓝色,"2080142747320,2080344675841",8.96,12.8,5863788973805
949482926406,简约加厚纯棉毛巾 成人情侣擦脸巾双面柔软吸水家用洗脸面巾 独立包装一个,规格: 粉色,"2080142747320,2080344675841",8.96,12.8,5863789309614
949026695791,麦里免洗洗手液杀菌消毒液凝胶学生家用儿童75酒精便携式随身医用500ml/瓶,,2080586079285,12.6,16.8,949026695791
949046855543,黑人牙膏 超白矿物盐牙膏 140g／支 微分子亮白＋护龈,,6901499136260,12.6,16.8,949046855543
964683909764,（140*70CM超大号）全棉时代浴巾旅游酒店洗澡便携一次性加厚浴巾压缩大毛巾吸水1条装,,wm47005503628197,28.91,36.6,964683909764
966295133069,舒客 健齿护龈舒克含氟清新口气清新薄荷味固齿家庭装120g,,wm45269041836606,14.93,19.9,966295133069
950687000194,简木青悦 纯棉大浴巾高端加厚纯棉浴巾擦脸擦身体吸水巾颜色随机70x140cm 一条,,6903682065203,33.81,42.8,950687000194
950118405025,舒肤佳 焕肤红石榴深层排浊香皂 100g／盒,,6904124555283,8.96,12.8,950118405025
949495214094,商务宾馆星级酒店用品一次性剃须刀手动双层不锈钢刮胡刀高端 一套,,6901398247289,2,3.99,949495214094
950659912441,舒肤佳 柠檬清新型香皂 100g/块,,6903148144442,6.18,9.5,950659912441
949044067359,【1个颜色随机】拉美拉 沐浴球 1个／份 质地细腻起泡丰富不伤肌肤结实好用,,6901742567308,6.44,9.9,949044067359
949037347039,【1条34x75cm】毛巾全棉纯棉刺绣天气洗脸毛巾网红素色1条颜色随机,,6901132445810,14.93,19.9,949037347039
949492486622,佳选 漱口杯简约带把刷牙杯(颜色随机) 一个,,6901306840625,2.5,5,949492486622
949012835146,李施德林 冰蓝零度漱口水 100ml/瓶,,6907376821069,14.93,19.9,949012835146
949501670421,菠萝格毛巾加厚高密珊瑚绒吸水柔软家用不掉毛颜色随机／条,,6901250827680,9.03,12.9,949501670421
950112413852,舒肤佳 柠檬清香健康清爽沐浴露 720ml/瓶,,6903148099520,36.97,46.8,950112413852
949504226924,【70x140cm】珊瑚绒浴巾 酒店加厚加大浴巾成人男女家用浴巾酒店浴巾洗脸毛巾 一条,规格: 米白色,"6904272918510,6901038966365",21.17,26.8,5862254740246
949504226924,【70x140cm】珊瑚绒浴巾 酒店加厚加大浴巾成人男女家用浴巾酒店浴巾洗脸毛巾 一条,规格: 咖啡色,"6904272918510,6901038966365",21.17,26.8,6029882075515
950104513256,舒肤佳 薰衣草舒缓呵护香皂 100g/块,,6903148209837,6.18,9.5,950104513256
949010395652,舒肤佳 芦荟水润呵护型沐浴露 180ml/瓶,,6903148047729,14.1,18.8,949010395652
950127657751,吉列 威锋剃须刀刮胡刀1刀架6刀头旋转双层刀片 80g／份,,6903139956801,23.62,29.9,950127657751
950111465929,可爱刷牙杯创意男女宝宝造型喝水杯情侣北欧风格牙刷杯恐龙漱口杯/个,,19287256,6.44,9.9,950111465929
950661772538,力士 幽莲魅肤香皂 105g/块,,6902088312843,6.44,9.9,950661772538
950691668080,佳选 高档电动鼻毛器修剪器男士清理鼻孔刮剃毛器男用充电式剪鼻毛刀女 一个,,6902597871183,29.07,36.8,950691668080
950102257035,强生 婴儿牛奶润肤皂 125g/盒,,6907376500308,5.2,8,950102257035
950683180212,黑人牙膏 草莓味宝贝兔儿童牙膏 40g／支,,6901681664410,8.96,12.8,950683180212
950662736112,吉列 锋速3进口剃须刀手动风速三层刀片刮脸刮胡刀1刀头+1刀架,,0942262802773,43.3,52.8,950662736112
950108105270,吉列锋隐致顺手动剃须刀吉利风速男士锋速5刀片手动刮胡刀刀架/盒,,2080595720314,77.9,95,950108105270
950689092217,蕾丝沐浴球浴花超柔软不易散可爱泡泡球搓澡洗澡起泡网 一个,,6903643978870,5.72,8.8,950689092217
949480466809,滴露 滋润倍护抑菌洗手液 500g/瓶,,6974352530413,25.91,32.8,949480466809
950130425197,云南白药 留兰香型牙膏 100g／盒,,6903099236418,22.75,28.8,950130425197
950127393509,佳选 珊瑚绒毛巾浴巾套装 家用成人男女情侣儿童洗澡吸水柔软 1套,规格: 米白两件套,"2080282972392,6903243440999",29.07,36.8,6029875619650
950127393509,佳选 珊瑚绒毛巾浴巾套装 家用成人男女情侣儿童洗澡吸水柔软 1套,规格: 豆沙粉两件套,"2080282972392,6903243440999",29.07,36.8,6028812170349
950099357032,高露洁 冰爽3重薄荷牙膏 120g/支,,6920354808289,12.6,16.8,950099357032
950109681289,舒肤佳 纯白清香型洗手液 450ml/瓶,,6903148122174,30.81,39,950109681289
